,full_link
11672,http://phonedb.net/index.php?m=device&id=1749&c=nokia_e55-2
11673,http://phonedb.net/index.php?m=device&id=1747&c=nokia_e55
11674,http://phonedb.net/index.php?m=device&id=1748&c=nokia_e75-2
11675,http://phonedb.net/index.php?m=device&id=1746&c=acer_tempo_x960
11676,http://phonedb.net/index.php?m=device&id=1745&c=acer_dx650
11677,http://phonedb.net/index.php?m=device&id=1744&c=garmin-asus_nuvifone_g60__asus_calf
11678,http://phonedb.net/index.php?m=device&id=1743&c=garmin-asus_nuvifone_m20_4gb
11679,http://phonedb.net/index.php?m=device&id=1742&c=nokia_5630_xpressmusic
11680,http://phonedb.net/index.php?m=device&id=1741&c=meizu_m8_minione_16gb
11681,http://phonedb.net/index.php?m=device&id=1740&c=mio_moov_150
11682,http://phonedb.net/index.php?m=device&id=1739&c=mio_knight_rider_gps
11683,http://phonedb.net/index.php?m=device&id=1738&c=mio_moov_580
11684,http://phonedb.net/index.php?m=device&id=1737&c=mio_moov_560
11685,http://phonedb.net/index.php?m=device&id=1736&c=mio_c230_digi-walker
11686,http://phonedb.net/index.php?m=device&id=1735&c=mio_moov_510
11687,http://phonedb.net/index.php?m=device&id=1734&c=mio_moov_500
11688,http://phonedb.net/index.php?m=device&id=1733&c=samsung_gt-i8910_16gb__omnia_hd
11689,http://phonedb.net/index.php?m=device&id=1732&c=mobile_compia_m3_black_mc-1000
11690,http://phonedb.net/index.php?m=device&id=1731&c=athesi_at-c5000
11691,http://phonedb.net/index.php?m=device&id=1730&c=athesi_m3_sky
11692,http://phonedb.net/index.php?m=device&id=1729&c=athesi_m3_green
11693,http://phonedb.net/index.php?m=device&id=1728&c=athesi_m3_red
11694,http://phonedb.net/index.php?m=device&id=1727&c=samsung_gt-c6625_valencia
11695,http://phonedb.net/index.php?m=device&id=1726&c=sprint_htc_snap_s511__htc_cedar_200
11696,http://phonedb.net/index.php?m=device&id=1725&c=acer_tempo_dx900
11697,http://phonedb.net/index.php?m=device&id=1724&c=toshiba_tg01__toshiba_tsunagi
11698,http://phonedb.net/index.php?m=device&id=1723&c=benq_t80
11699,http://phonedb.net/index.php?m=device&id=1722&c=ndrive_touch_xl
11700,http://phonedb.net/index.php?m=device&id=1721&c=ndrive_touch
11701,http://phonedb.net/index.php?m=device&id=1720&c=navon_n550
11702,http://phonedb.net/index.php?m=device&id=1719&c=navon_n360
11703,http://phonedb.net/index.php?m=device&id=1718&c=navon_n350
11704,http://phonedb.net/index.php?m=device&id=1717&c=navon_n450
11705,http://phonedb.net/index.php?m=device&id=1716&c=navon_n460
11706,http://phonedb.net/index.php?m=device&id=1715&c=navon_n250
11707,http://phonedb.net/index.php?m=device&id=1714&c=general_mobile_dstl1_imaginary
11708,http://phonedb.net/index.php?m=device&id=1713&c=symorp_gp43bl
11709,http://phonedb.net/index.php?m=device&id=1712&c=symorp_s35-a100
11710,http://phonedb.net/index.php?m=device&id=1711&c=nokia_5730_xpressmusic
11711,http://phonedb.net/index.php?m=device&id=1710&c=nokia_e75
11712,http://phonedb.net/index.php?m=device&id=1709&c=compulab_exeda
11713,http://phonedb.net/index.php?m=device&id=1708&c=htc_magic__htc_sapphire_100
11714,http://phonedb.net/index.php?m=device&id=1707&c=htc_touch_cruise_2009_t4242__htc_iolite_100
11715,http://phonedb.net/index.php?m=device&id=1706&c=realaegis__armor_1000_series
11716,http://phonedb.net/index.php?m=device&id=1705&c=realaegis_period_100_series
11717,http://phonedb.net/index.php?m=device&id=1704&c=nokia_n79_active
11718,http://phonedb.net/index.php?m=device&id=1703&c=motorola_mc75_cdma
11719,http://phonedb.net/index.php?m=device&id=1700&c=motorola_mc75_gsm
11720,http://phonedb.net/index.php?m=device&id=1702&c=motorola_mc70
11721,http://phonedb.net/index.php?m=device&id=1701&c=motorola_mc70_cdma
11722,http://phonedb.net/index.php?m=device&id=1699&c=motorola_mc70_gsm
11723,http://phonedb.net/index.php?m=device&id=1698&c=motorola_fr6000
11724,http://phonedb.net/index.php?m=device&id=1697&c=motorola_fr68
11725,http://phonedb.net/index.php?m=device&id=1696&c=nokia_n79_eco
11726,http://phonedb.net/index.php?m=device&id=1695&c=palm_treo_pro_cdma__palm_monk
11727,http://phonedb.net/index.php?m=device&id=1694&c=rim_blackberry_curve_9220
11728,http://phonedb.net/index.php?m=device&id=1693&c=rim_blackberry_bold_touch_9900__rim_pluto
11729,http://phonedb.net/index.php?m=device&id=1692&c=rim_blackberry_pearl_flip_8230__rim_apex
11730,http://phonedb.net/index.php?m=device&id=1691&c=rim_blackberry_curve_8930__rim_jupiter
11731,http://phonedb.net/index.php?m=device&id=1690&c=nokia_e71x
11732,http://phonedb.net/index.php?m=device&id=1689&c=palm_pre_gsm_eu__palm_castle_g
11733,http://phonedb.net/index.php?m=device&id=1688&c=palm_pre__palm_castle_c
11734,http://phonedb.net/index.php?m=device&id=1687&c=samsung_sgh-i627_propel_pro
11735,http://phonedb.net/index.php?m=device&id=1686&c=samsung_sgh-i777_saga
11736,http://phonedb.net/index.php?m=device&id=1685&c=pharos_traveler_137__inventec_montblance_338
11737,http://phonedb.net/index.php?m=device&id=1684&c=rim_blackberry_tour_9630__rim_niagara
11738,http://phonedb.net/index.php?m=device&id=1683&c=htc_s743_us__htc_rose
11739,http://phonedb.net/index.php?m=device&id=1682&c=gresso_avantgarde_skeleton
11740,http://phonedb.net/index.php?m=device&id=1681&c=t-mobile_mda_basic__htc_opal
11741,http://phonedb.net/index.php?m=device&id=1680&c=samsung_gt-i8510m_innov8
11742,http://phonedb.net/index.php?m=device&id=1679&c=samsung_sph-m8100
11743,http://phonedb.net/index.php?m=device&id=1678&c=samsung_sch-m470
11744,http://phonedb.net/index.php?m=device&id=1677&c=samsung_sph-m4655_multi-touch_ii
11745,http://phonedb.net/index.php?m=device&id=1676&c=samsung_sch-m620
11746,http://phonedb.net/index.php?m=device&id=1675&c=samsung_sph-m6200_ultra_messaging
11747,http://phonedb.net/index.php?m=device&id=1674&c=samsung_sph-m4800_ultra_messaging_ii
11748,http://phonedb.net/index.php?m=device&id=1673&c=mobinnova_ice_5420
11749,http://phonedb.net/index.php?m=device&id=1672&c=panasonic_strada_cn-gp50tc
11750,http://phonedb.net/index.php?m=device&id=1671&c=panasonic_strada_cn-gp50n
11751,http://phonedb.net/index.php?m=device&id=1670&c=tibo_xroad_v4100
11752,http://phonedb.net/index.php?m=device&id=1669&c=tibo_xroad_v4150
11753,http://phonedb.net/index.php?m=device&id=1668&c=tibo_a1550i
11754,http://phonedb.net/index.php?m=device&id=1667&c=tibo_s1000
11755,http://phonedb.net/index.php?m=device&id=1666&c=tibo_a1000
11756,http://phonedb.net/index.php?m=device&id=1665&c=tibo_xroad_a4050
11757,http://phonedb.net/index.php?m=device&id=1664&c=navigoo_n4320
11758,http://phonedb.net/index.php?m=device&id=1663&c=navigoo_n3510
11759,http://phonedb.net/index.php?m=device&id=1662&c=navigoo_n3521
11760,http://phonedb.net/index.php?m=device&id=1661&c=dreimgo_dg250dvb-t
11761,http://phonedb.net/index.php?m=device&id=1660&c=dreimgo_dg220gc
11762,http://phonedb.net/index.php?m=device&id=1659&c=dreimgo_dg200bt
11763,http://phonedb.net/index.php?m=device&id=1658&c=dreimgo_dg210
11764,http://phonedb.net/index.php?m=device&id=1657&c=dreimgo_dg120
11765,http://phonedb.net/index.php?m=device&id=1656&c=dreimgo_dg110
11766,http://phonedb.net/index.php?m=device&id=1655&c=dreimgo_dg100bt
11767,http://phonedb.net/index.php?m=device&id=1654&c=dreimgo_dg100
11768,http://phonedb.net/index.php?m=device&id=1653&c=asus_p835__asus_galaxy_7
11769,http://phonedb.net/index.php?m=device&id=1652&c=o2_xda_guide__htc_iolite
11770,http://phonedb.net/index.php?m=device&id=1651&c=motorola_motonav_tn30
11771,http://phonedb.net/index.php?m=device&id=1650&c=motorola_motonav_tn20
11772,http://phonedb.net/index.php?m=device&id=1649&c=nokia_330
11773,http://phonedb.net/index.php?m=device&id=1648&c=wayteq_n800
11774,http://phonedb.net/index.php?m=device&id=1647&c=wayteq_n500
11775,http://phonedb.net/index.php?m=device&id=1646&c=wayteq_n770
11776,http://phonedb.net/index.php?m=device&id=1645&c=wayteq_n770bt
11777,http://phonedb.net/index.php?m=device&id=1644&c=wayteq_n750b
11778,http://phonedb.net/index.php?m=device&id=1643&c=wayteq_n720
11779,http://phonedb.net/index.php?m=device&id=1642&c=wayteq_n710
11780,http://phonedb.net/index.php?m=device&id=1641&c=wayteq_n700h
11781,http://phonedb.net/index.php?m=device&id=1640&c=wayteq_n410
11782,http://phonedb.net/index.php?m=device&id=1639&c=wayteq_n360
11783,http://phonedb.net/index.php?m=device&id=1638&c=wayteq_n350
11784,http://phonedb.net/index.php?m=device&id=1637&c=wayteq_n330
11785,http://phonedb.net/index.php?m=device&id=1636&c=wayteq_n310
11786,http://phonedb.net/index.php?m=device&id=1635&c=wayteq_n300
11787,http://phonedb.net/index.php?m=device&id=1631&c=wayteq_x-phone__techfaith_lancer
11788,http://phonedb.net/index.php?m=device&id=1634&c=qigi_i3__techfaith_vista_850
11789,http://phonedb.net/index.php?m=device&id=1632&c=techfaith_g3000
11790,http://phonedb.net/index.php?m=device&id=1633&c=techfaith_pebble
11791,http://phonedb.net/index.php?m=device&id=1630&c=ndrive_g50
11792,http://phonedb.net/index.php?m=device&id=1629&c=o2_xda_flint__htc_athena_400
11793,http://phonedb.net/index.php?m=device&id=1628&c=qigi_i6_goal__techfaith_lancer
11794,http://phonedb.net/index.php?m=device&id=1627&c=qigi_i6_win__i6p_win__techfaith_lancer
11795,http://phonedb.net/index.php?m=device&id=1626&c=cowon_q5w_80gb
11796,http://phonedb.net/index.php?m=device&id=1625&c=cowon_q5w_40gb
11797,http://phonedb.net/index.php?m=device&id=1624&c=trimble_juno_sc
11798,http://phonedb.net/index.php?m=device&id=1623&c=trimble_juno_sb
11799,http://phonedb.net/index.php?m=device&id=1622&c=cowon_p5_study_80gb
11800,http://phonedb.net/index.php?m=device&id=1621&c=cowon_p5_study_60gb
11801,http://phonedb.net/index.php?m=device&id=1620&c=cowon_p5_study_40gb
11802,http://phonedb.net/index.php?m=device&id=1619&c=cowon_p5_60gb
11803,http://phonedb.net/index.php?m=device&id=1618&c=kogan_agora
11804,http://phonedb.net/index.php?m=device&id=1617&c=kogan_agora_pro
11805,http://phonedb.net/index.php?m=device&id=1616&c=nokia_n97
11806,http://phonedb.net/index.php?m=device&id=1615&c=roverpc_new_p7__sim_n5
11807,http://phonedb.net/index.php?m=device&id=1614&c=roverpc_q7__techfaith_bono
11808,http://phonedb.net/index.php?m=device&id=1613&c=roverpc_evo_v7__sim_v1
11809,http://phonedb.net/index.php?m=device&id=1612&c=roverpc_evo_x7__sim_wacke
11810,http://phonedb.net/index.php?m=device&id=1611&c=roverpc_r5
11811,http://phonedb.net/index.php?m=device&id=1610&c=roverpc_pro_g7__sim_u1
11812,http://phonedb.net/index.php?m=device&id=1609&c=roverpc_s7
11813,http://phonedb.net/index.php?m=device&id=1608&c=utstarcom_mp6900__htc_vogue
11814,http://phonedb.net/index.php?m=device&id=1607&c=dopod_c750
11815,http://phonedb.net/index.php?m=device&id=1606&c=dopod_touch_viva_t2222__htc_opal_100
11816,http://phonedb.net/index.php?m=device&id=1605&c=dopod_touch_t3238__htc_jade_100
11817,http://phonedb.net/index.php?m=device&id=1604&c=dopod_touch_diamond_s900__htc_diamond_100
11818,http://phonedb.net/index.php?m=device&id=1603&c=dopod_s700__htc_fuwa
11819,http://phonedb.net/index.php?m=device&id=1602&c=dopod_s505
11820,http://phonedb.net/index.php?m=device&id=1601&c=dopod_s500__htc_vogue_200
11821,http://phonedb.net/index.php?m=device&id=1600&c=dopod_s600__htc_nike_200
11822,http://phonedb.net/index.php?m=device&id=1599&c=dopod_p660__htc_pharos
11823,http://phonedb.net/index.php?m=device&id=1598&c=dopod_d600_-_enhanced_version
11824,http://phonedb.net/index.php?m=device&id=1597&c=dopod_e806c__htc_wave
11825,http://phonedb.net/index.php?m=device&id=1596&c=dopod_710_plus__htc_startrek
11826,http://phonedb.net/index.php?m=device&id=1595&c=emobile_touch_diamond_s21ht__htc_diamond_210
11827,http://phonedb.net/index.php?m=device&id=1594&c=emobile_emonster_lite_s12ht__htc_nike
11828,http://phonedb.net/index.php?m=device&id=1593&c=nokia_e63-3
11829,http://phonedb.net/index.php?m=device&id=1592&c=nokia_e63-2_nam
11830,http://phonedb.net/index.php?m=device&id=1591&c=pharos_traveler_619
11831,http://phonedb.net/index.php?m=device&id=1590&c=pharos_drive_gps_250
11832,http://phonedb.net/index.php?m=device&id=1589&c=pharos_drive_gps_200
11833,http://phonedb.net/index.php?m=device&id=1588&c=pharos_drive_gps_150
11834,http://phonedb.net/index.php?m=device&id=1587&c=pharos_drive_gps_140
11835,http://phonedb.net/index.php?m=device&id=1586&c=pharos_traveler_535x__535xb__535v
11836,http://phonedb.net/index.php?m=device&id=1585&c=pharos_traveler_535e__535pb__535plus
11837,http://phonedb.net/index.php?m=device&id=1584&c=pharos_traveler_127
11838,http://phonedb.net/index.php?m=device&id=1583&c=pharos_traveler_117
11839,http://phonedb.net/index.php?m=device&id=1582&c=the_medical_phone_icephone
11840,http://phonedb.net/index.php?m=device&id=1581&c=lg_incite_ct810
11841,http://phonedb.net/index.php?m=device&id=1580&c=htc_touch_diamond_gsm__htc_diamond_140
11842,http://phonedb.net/index.php?m=device&id=1579&c=nokia_6650-2_fold
11843,http://phonedb.net/index.php?m=device&id=1578&c=airis_t483__t483l
11844,http://phonedb.net/index.php?m=device&id=1577&c=airis_t940t__t940t1__t940t2
11845,http://phonedb.net/index.php?m=device&id=1576&c=airis_t940e__t940i__t940ei
11846,http://phonedb.net/index.php?m=device&id=1575&c=ndrive_s400__sim_u1
11847,http://phonedb.net/index.php?m=device&id=1574&c=ndrive_s300__techfaith_lampson
11848,http://phonedb.net/index.php?m=device&id=1573&c=ndrive_g800__g800r__g800s
11849,http://phonedb.net/index.php?m=device&id=1572&c=ndrive_g400
11850,http://phonedb.net/index.php?m=device&id=1571&c=ndrive_g280r
11851,http://phonedb.net/index.php?m=device&id=1570&c=ndrive_g280s
11852,http://phonedb.net/index.php?m=device&id=1569&c=nokia_e63
11853,http://phonedb.net/index.php?m=device&id=1568&c=rim_blackberry_curve_8900__rim_javelin
11854,http://phonedb.net/index.php?m=device&id=1567&c=nokia_n96c
11855,http://phonedb.net/index.php?m=device&id=1566&c=ntt_docomo_pro_series_sh-04a
11856,http://phonedb.net/index.php?m=device&id=1565&c=ntt_docomo_pro_series_ht-02a__htc_diamond
11857,http://phonedb.net/index.php?m=device&id=1564&c=ntt_docomo_pro_series_ht-01a__htc_raphael_600
11858,http://phonedb.net/index.php?m=device&id=1563&c=pantech_slate
11859,http://phonedb.net/index.php?m=device&id=1562&c=samsung_sch-m495_t_omnia
11860,http://phonedb.net/index.php?m=device&id=1561&c=samsung_sch-m490_t_omnia
11861,http://phonedb.net/index.php?m=device&id=1560&c=softbank_930sc_omnia
11862,http://phonedb.net/index.php?m=device&id=1559&c=softbank_x05ht_touch_pro__htc_raphael
11863,http://phonedb.net/index.php?m=device&id=1558&c=softbank_x04ht_touch_diamond__htc_diamond
11864,http://phonedb.net/index.php?m=device&id=1557&c=softbank_aquos_fulltouch_931sh
11865,http://phonedb.net/index.php?m=device&id=1556&c=samsung_gt-c6620
11866,http://phonedb.net/index.php?m=device&id=1555&c=tele_system_ts8800pnd
11867,http://phonedb.net/index.php?m=device&id=1554&c=tele_system_ts8600pnd
11868,http://phonedb.net/index.php?m=device&id=1553&c=tele_system_ts8500pnd
11869,http://phonedb.net/index.php?m=device&id=1552&c=tele_system_ts8.4pnd
11870,http://phonedb.net/index.php?m=device&id=1551&c=tele_system_ts8.3pnd
11871,http://phonedb.net/index.php?m=device&id=1550&c=tele_system_ts8.2bt
11872,http://phonedb.net/index.php?m=device&id=1549&c=tele_system_ts8.2pnd
11873,http://phonedb.net/index.php?m=device&id=1548&c=tele_system_ts8.1pnd
11874,http://phonedb.net/index.php?m=device&id=1547&c=verizon_touch_pro_xv6850__htc_raphael_500
11875,http://phonedb.net/index.php?m=device&id=1546&c=vodafone_v1230__zte_e810
11876,http://phonedb.net/index.php?m=device&id=1545&c=cipherlab_cpt-9500ppc
11877,http://phonedb.net/index.php?m=device&id=1544&c=cipherlab_cpt-9590ce
11878,http://phonedb.net/index.php?m=device&id=1543&c=cipherlab_cpt-9580ce
11879,http://phonedb.net/index.php?m=device&id=1542&c=cipherlab_cpt-9570ce
11880,http://phonedb.net/index.php?m=device&id=1541&c=cipherlab_cpt-9500ce
11881,http://phonedb.net/index.php?m=device&id=1540&c=cipherlab_cpt-9490_vga
11882,http://phonedb.net/index.php?m=device&id=1539&c=cipherlab_cpt-9490
11883,http://phonedb.net/index.php?m=device&id=1538&c=cipherlab_cpt-9470_vga
11884,http://phonedb.net/index.php?m=device&id=1537&c=cipherlab_cpt-9470
11885,http://phonedb.net/index.php?m=device&id=1536&c=cipherlab_cpt-9480_vga
11886,http://phonedb.net/index.php?m=device&id=1535&c=cipherlab_cpt-9480
11887,http://phonedb.net/index.php?m=device&id=1534&c=samsung_sgh-i907_epix
11888,http://phonedb.net/index.php?m=device&id=1533&c=cipherlab_cpt-9400_vga
11889,http://phonedb.net/index.php?m=device&id=1532&c=cipherlab_cpt-9400
11890,http://phonedb.net/index.php?m=device&id=1531&c=hewlett-packard_ipaq_data_messenger
11891,http://phonedb.net/index.php?m=device&id=1530&c=cowon_n2
11892,http://phonedb.net/index.php?m=device&id=1529&c=motorola_vc6096
11893,http://phonedb.net/index.php?m=device&id=1528&c=htc_max_4g_t8290__htc_quartz
11894,http://phonedb.net/index.php?m=device&id=1527&c=nokia_5800_nam__5800d-1b_xpressmusic__nokia_tube
11895,http://phonedb.net/index.php?m=device&id=1526&c=rim_blackberry_storm_9530__9530t__rim_thunder
11896,http://phonedb.net/index.php?m=device&id=1525&c=rim_blackberry_storm_9500__rim_thunder
11897,http://phonedb.net/index.php?m=device&id=1524&c=rim_blackberry_bold_9000
11898,http://phonedb.net/index.php?m=device&id=1523&c=rim_blackberry_pearl_flip_8220__rim_kickstart
11899,http://phonedb.net/index.php?m=device&id=1522&c=hewlett-packard_ipaq_voice_messenger__hp_silver
11900,http://phonedb.net/index.php?m=device&id=1521&c=rim_blackberry_curve_8350i
11901,http://phonedb.net/index.php?m=device&id=1520&c=rim_blackberry_curve_8330
11902,http://phonedb.net/index.php?m=device&id=1519&c=rim_blackberry_curve_8320
11903,http://phonedb.net/index.php?m=device&id=1518&c=rim_blackberry_curve_8310
11904,http://phonedb.net/index.php?m=device&id=1517&c=rim_blackberry_curve_8300
11905,http://phonedb.net/index.php?m=device&id=1514&c=rim_blackberry_8830_world_edition
11906,http://phonedb.net/index.php?m=device&id=1513&c=rim_blackberry_8820
11907,http://phonedb.net/index.php?m=device&id=1512&c=rim_blackberry_8800
11908,http://phonedb.net/index.php?m=device&id=1511&c=motorola_moto_q11
11909,http://phonedb.net/index.php?m=device&id=1510&c=gigabyte_gsmart_mw702
11910,http://phonedb.net/index.php?m=device&id=1509&c=icd_velocity_mobile_83
11911,http://phonedb.net/index.php?m=device&id=1508&c=rim_blackberry_pearl_8130
11912,http://phonedb.net/index.php?m=device&id=1507&c=rim_blackberry_pearl_8120
11913,http://phonedb.net/index.php?m=device&id=1506&c=rim_blackberry_pearl_8110
11914,http://phonedb.net/index.php?m=device&id=1505&c=rim_blackberry_pearl_8100
11915,http://phonedb.net/index.php?m=device&id=1504&c=rim_blackberry_8707v
11916,http://phonedb.net/index.php?m=device&id=1503&c=rim_blackberry_8707h
11917,http://phonedb.net/index.php?m=device&id=1502&c=rim_blackberry_8707g
11918,http://phonedb.net/index.php?m=device&id=1501&c=rim_blackberry_8703e
11919,http://phonedb.net/index.php?m=device&id=1500&c=rim_blackberry_8700f__rim_electron
11920,http://phonedb.net/index.php?m=device&id=1499&c=rim_blackberry_8700r__rim_electron
11921,http://phonedb.net/index.php?m=device&id=1498&c=rim_blackberry_8700g__8705g__rim_electron
11922,http://phonedb.net/index.php?m=device&id=1497&c=rim_blackberry_8700c__rim_electron
11923,http://phonedb.net/index.php?m=device&id=1496&c=asus_p565
11924,http://phonedb.net/index.php?m=device&id=1495&c=t-mobile_g1__htc_dream_100
11925,http://phonedb.net/index.php?m=device&id=1494&c=rim_blackberry_7130e
11926,http://phonedb.net/index.php?m=device&id=1493&c=rim_blackberry_7130v
11927,http://phonedb.net/index.php?m=device&id=1492&c=rim_blackberry_7130g
11928,http://phonedb.net/index.php?m=device&id=1491&c=rim_blackberry_7130c
11929,http://phonedb.net/index.php?m=device&id=1490&c=rim_blackberry_7100i
11930,http://phonedb.net/index.php?m=device&id=1489&c=rim_blackberry_7100x
11931,http://phonedb.net/index.php?m=device&id=1488&c=rim_blackberry_7100g
11932,http://phonedb.net/index.php?m=device&id=1487&c=rim_blackberry_7100v
11933,http://phonedb.net/index.php?m=device&id=1486&c=rim_blackberry_7100r__rim_charm
11934,http://phonedb.net/index.php?m=device&id=1485&c=rim_blackberry_7105t
11935,http://phonedb.net/index.php?m=device&id=1484&c=rim_blackberry_7100t__rim_charm
11936,http://phonedb.net/index.php?m=device&id=1483&c=rim_blackberry_7780
11937,http://phonedb.net/index.php?m=device&id=1482&c=rim_blackberry_7750
11938,http://phonedb.net/index.php?m=device&id=1481&c=rim_blackberry_7730
11939,http://phonedb.net/index.php?m=device&id=1480&c=o2_xda_zest___asus_crystal
11940,http://phonedb.net/index.php?m=device&id=1479&c=htc_touch_3g_t3232__htc_jade_100
11941,http://phonedb.net/index.php?m=device&id=1478&c=rim_blackberry_7520
11942,http://phonedb.net/index.php?m=device&id=1477&c=rim_blackberry_7510
11943,http://phonedb.net/index.php?m=device&id=1476&c=rim_blackberry_7290
11944,http://phonedb.net/index.php?m=device&id=1475&c=rim_blackberry_7280
11945,http://phonedb.net/index.php?m=device&id=1474&c=rim_blackberry_7270
11946,http://phonedb.net/index.php?m=device&id=1473&c=rim_blackberry_7250
11947,http://phonedb.net/index.php?m=device&id=1472&c=htc_fuze_na__htc_raphael_110
11948,http://phonedb.net/index.php?m=device&id=1471&c=i-mate_810-f__810f__hummer
11949,http://phonedb.net/index.php?m=device&id=1470&c=htc_touch_viva_t2223__htc_opal_100
11950,http://phonedb.net/index.php?m=device&id=1469&c=htc_touch_hd_t8282__htc_blackstone_100
11951,http://phonedb.net/index.php?m=device&id=1468&c=asus_p552w
11952,http://phonedb.net/index.php?m=device&id=1467&c=rim_blackberry_7230
11953,http://phonedb.net/index.php?m=device&id=1466&c=rim_blackberry_7210
11954,http://phonedb.net/index.php?m=device&id=1465&c=rim_blackberry_6750
11955,http://phonedb.net/index.php?m=device&id=1464&c=rim_blackberry_6720
11956,http://phonedb.net/index.php?m=device&id=1463&c=rim_blackberry_6710
11957,http://phonedb.net/index.php?m=device&id=1462&c=rim_blackberry_6510
11958,http://phonedb.net/index.php?m=device&id=1461&c=rim_blackberry_6280__rim_quark
11959,http://phonedb.net/index.php?m=device&id=1460&c=rim_blackberry_6230__rim_quark
11960,http://phonedb.net/index.php?m=device&id=1459&c=rim_blackberry_6220__rim_quark
11961,http://phonedb.net/index.php?m=device&id=1458&c=rim_blackberry_6210__rim_quark
11962,http://phonedb.net/index.php?m=device&id=1457&c=rim_blackberry_5790
11963,http://phonedb.net/index.php?m=device&id=1456&c=rim_blackberry_5820
11964,http://phonedb.net/index.php?m=device&id=1455&c=rim_blackberry_5810
11965,http://phonedb.net/index.php?m=device&id=1454&c=rim_957_8mb__rim_proton
11966,http://phonedb.net/index.php?m=device&id=1453&c=rim_957_5mb__rim_proton
11967,http://phonedb.net/index.php?m=device&id=1452&c=rim_857_8mb
11968,http://phonedb.net/index.php?m=device&id=1451&c=rim_857_5mb
11969,http://phonedb.net/index.php?m=device&id=1450&c=rim_950_4mb
11970,http://phonedb.net/index.php?m=device&id=1449&c=rim_950_2mb
11971,http://phonedb.net/index.php?m=device&id=1448&c=rim_850_2mb
11972,http://phonedb.net/index.php?m=device&id=1447&c=rim_850_4mb
11973,http://phonedb.net/index.php?m=device&id=1446&c=samsung_sgh-i900l
11974,http://phonedb.net/index.php?m=device&id=1445&c=samsung_sch-i910_omnia_8gb
11975,http://phonedb.net/index.php?m=device&id=1444&c=nokia_n96-3_nam
11976,http://phonedb.net/index.php?m=device&id=1443&c=nokia_n85-2_nam
11977,http://phonedb.net/index.php?m=device&id=1442&c=nokia_n85-3
11978,http://phonedb.net/index.php?m=device&id=1441&c=htc_s740__htc_rose_100
11979,http://phonedb.net/index.php?m=device&id=1440&c=lg_ln855__ln855r
11980,http://phonedb.net/index.php?m=device&id=1439&c=lg_n10t
11981,http://phonedb.net/index.php?m=device&id=1438&c=lg_n10
11982,http://phonedb.net/index.php?m=device&id=1437&c=lg_ln800t
11983,http://phonedb.net/index.php?m=device&id=1436&c=lg_ln800
11984,http://phonedb.net/index.php?m=device&id=1435&c=lg_ln700__ln704__ln705__ln710__ln715
11985,http://phonedb.net/index.php?m=device&id=1434&c=lg_ln600
11986,http://phonedb.net/index.php?m=device&id=1433&c=lg_ln500__ln505__ln510__ln515
11987,http://phonedb.net/index.php?m=device&id=1432&c=lg_ln400
11988,http://phonedb.net/index.php?m=device&id=1431&c=lg_ln845__ln845r
11989,http://phonedb.net/index.php?m=device&id=1430&c=lg_ln840__ln840r
11990,http://phonedb.net/index.php?m=device&id=1429&c=lg_ln835__ln835r
11991,http://phonedb.net/index.php?m=device&id=1428&c=lg_ln830__ln830r
11992,http://phonedb.net/index.php?m=device&id=1427&c=lg_ln790
11993,http://phonedb.net/index.php?m=device&id=1426&c=lg_ln740
11994,http://phonedb.net/index.php?m=device&id=1425&c=lg_ln735
11995,http://phonedb.net/index.php?m=device&id=1424&c=lg_ln730
11996,http://phonedb.net/index.php?m=device&id=1423&c=lg_ln550__ln555
11997,http://phonedb.net/index.php?m=device&id=1422&c=htc_touch_dual_p5310__htc_neon_400
11998,http://phonedb.net/index.php?m=device&id=1421&c=hkc_g801__techfaith_lampson_ii
11999,http://phonedb.net/index.php?m=device&id=1420&c=hkc_g901__techfaith_bono
12000,http://phonedb.net/index.php?m=device&id=1419&c=clearview_infinity_mipc
12001,http://phonedb.net/index.php?m=device&id=1418&c=airis_t482__sim_n3
12002,http://phonedb.net/index.php?m=device&id=1417&c=motorola_motosurf_a3100__motorola_attila
12003,http://phonedb.net/index.php?m=device&id=1416&c=motorola_alexander
12004,http://phonedb.net/index.php?m=device&id=1415&c=opticon_h19b
12005,http://phonedb.net/index.php?m=device&id=1414&c=opticon_h19
12006,http://phonedb.net/index.php?m=device&id=1413&c=opticon_h16b
12007,http://phonedb.net/index.php?m=device&id=1412&c=opticon_h16
12008,http://phonedb.net/index.php?m=device&id=1411&c=compaq_pc_companion_c2010c__pc_companion_c2015c
12009,http://phonedb.net/index.php?m=device&id=1410&c=compaq_pc_companion_c810c
12010,http://phonedb.net/index.php?m=device&id=1409&c=compaq_pc_companion_c800__pc_companion_c810
12011,http://phonedb.net/index.php?m=device&id=1408&c=compaq_pc_companion_c140
12012,http://phonedb.net/index.php?m=device&id=1407&c=compaq_pc_companion_c120__pc_companion_c120plus
12013,http://phonedb.net/index.php?m=device&id=1406&c=philips_nino_500__nino_510__philips_atlantis
12014,http://phonedb.net/index.php?m=device&id=1405&c=philips_nino_312__nino_320__nino_390
12015,http://phonedb.net/index.php?m=device&id=1404&c=philips_nino_300__nino_301__nino_350
12016,http://phonedb.net/index.php?m=device&id=1403&c=philips_nino_200__nino_210
12017,http://phonedb.net/index.php?m=device&id=1402&c=philips_velo_500_24mb
12018,http://phonedb.net/index.php?m=device&id=1401&c=philips_velo_500
