,cpu,gpu,model,ram
120,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,G710N G7 ThinQ TD-LTE KR,4.00
121,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,Xperia XZ2 Premium TD-LTE H8116,6.00
122,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V9 Youth Edition Dual SIM TD-LTE IN 1727,4.00
123,"MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",PowerVR Ge8100,View Max Dual SIM LTE,3.00
124,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,View Dual SIM LTE 16GB M1825,3.00
125,"MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",PowerVR Ge8100,Tommy 3 Dual SIM TD-LTE APAC M2091,1.00
126,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Nubia Red Magic Dual SIM TD-LTE 64GB,6.00
127,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,Honor 10 Standard Edition Dual SIM TD-LTE CN COL-AL10,6.00
128,"MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",IMG PowerVR GE8100,Vivo ONE Plus Dual SIM LTE ,2.00
129,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,D2 Dual SIM,1.00
130,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,S3 Dual SIM TD-LTE,4.00
131,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,S8 Plus Dual SIM LTE,4.00
132,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,D5 Pro Dual SIM LTE,3.00
133,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Nubia Red Magic Dual SIM TD-LTE 128GB,8.00
134,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Vivo Y71 Dual SIM TD-LTE IN,3.00
135,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,P20 Lite Dual SIM TD-LTE APAC ANE-LX2 / ANE-L22,4.00
136,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Nubia Z18 mini Dual SIM TD-LTE 128GB ,6.00
137,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Pro Dual SIM TD-LTE CLT-TL01 64GB,6.00
138,"MediaTek MT6771 (Helio P60), 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",AMR Mali-G72MP3,A3 Dual SIM TD-LTE CN PADM00,4.00
139,"Samsung Exynos 7 Octa 7885, 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",ARM Mali-G71 MP2,SM-J720F/DS Galaxy J7 Duo Dual SIM TD-LTE,4.00
140,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,A2 Lite Dual SIM TD-LTE FS8026,3.00
141,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880MP12,SM-G935L Galaxy S7 Edge TD-LTE,4.00
142,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,Xperia XZ2 Premium Dual SIM TD-LTE H8166,6.00
143,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Pro Dual SIM TD-LTE CLT-AL00 256GB,6.00
144,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,Black Shark Dual SIM TD-LTE 128GB SKR-A0,8.00
145,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880MP12,SM-G935L Galaxy S7 Edge TD-LTE 128GB,4.00
146,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880MP12,SM-G935K Galaxy S7 Edge TD-LTE 128GB,4.00
147,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,Black Shark Dual SIM TD-LTE 64GB SKR-A0,6.00
148,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880MP12,SM-G935S Galaxy S7 Edge TD-LTE 128GB,4.00
149,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880MP12,SM-G930L Galaxy S7 TD-LTE,4.00
150,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880MP12,SM-G930K Galaxy S7 TD-LTE,4.00
151,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,V0210WW Vivo XL 3 Plus Dual SIM LTE ,3.00
152,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,ZenFone 5 Lite 2018 Dual SIM LTE AM Version C 32GB ZC600KL,3.00
153,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Blade V8Q Dual SIM TD-LTE JP,4.00
154,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,JianGuo 3 Dual SIM TD-LTE CN 128GB,4.00
155,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Pro Dual SIM TD-LTE CLT-AL01 64GB,6.00
156,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-J250N Galaxy J2 Pro 2018 LTE,1.50
157,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Y6 2018 Dual SIM LTE EMEA ATU-LX1 / ATU-L21,2.00
158,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Standard Edition Dual SIM TD-LTE CN EML-AL00,6.00
159,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Vivo X21 UD Dual SIM TD-LTE CN 128GB X21UD A,6.00
160,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Vivo X21 Dual SIM TD-LTE CN 128GB X21A,6.00
161,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Nubia V18 Dual SIM TD-LTE CN,4.00
162,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Vivo X21 Dual SIM TD-LTE CN 64GB,6.00
163,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,50X Saphir Dual SIM LTE,2.00
164,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,A83 2018 Dual SIM TD-LTE IN ID TH 64GB,4.00
165,"MediaTek MT6763 (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,Camon X Pro TD-LTE Dual SIM,4.00
166,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,F2 Dual SIM ,1.00
167,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,F1 Dual SIM,512
168,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,K5 Play Dual SIM TD-LTE CN 32GB L38021,3.00
169,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,XP8 Dual SIM TD-LTE,4.00
170,"MediaTek MT6763 (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,Camon X TD-LTE Dual SIM 16GB,3.00
171,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Spark CM Dual SIM LTE,2.00
172,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Eluga Ray 550 Dual SIM TD-LTE,3.00
173,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,SM-G960J Galaxy S9 WiMAX 2+ SCV38,4.00
174,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,A83 2018 Dual SIM TD-LTE IN ID TH 16GB,2.00
175,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Nubia N3 Dual SIM TD-LTE CN NX608J,4.00
176,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,K5 Play Dual SIM TD-LTE CN 16GB L38021,2.00
177,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,GM8 Android One Dual SIM TD-LTE 32GB Version 2,3.00
178,"MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",PowerVR Ge8100,View Go Dual SIM LTE EMEA,2.00
179,"MediaTek MT6757 (Helio P20), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,CAT S41 Dual SIM TD-LTE JP,3.00
180,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,S5 Dual SIM TD-LTE CN 128GB PABX0010CN / PABX0011CN,4.00
181,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V9 Dual SIM TD-LTE IN TH PK 1723,4.00
182,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,K5 Dual SIM TD-LTE CN K350t,3.00
183,"Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",Qualcomm Adreno 509,mblu E3 Dual SIM TD-LTE CN M851Q 64GB,6.00
184,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Honor Changwan 7C Dual SIM TD-LTE CN LND-TL40,4.00
185,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,S5 Dual SIM TD-LTE CN 32GB PABX0000CN / PABX0001CN,3.00
186,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Honor Changwan 7A Dual SIM TD-LTE CN AUM-TL20,3.00
187,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Prime Dual SIM,1.00
188,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,Luna 2 Dual SIM LTE,2.00
189,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,X Pro Dual SIM LTE,4.00
190,"Spreadtrum SC7731C, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Fun5 Dual SIM,1.00
191,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Prime Plus Dual SIM,2.00
192,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,Mate RS Porsche Design Dual SIM TD-LTE 512GB NEO-AL00,6.00
193,"MediaTek MT6771 (Helio P60), 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",AMR Mali-G72MP3,R15 Dual SIM TD-LTE CN PACT00,6.00
194,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Enjoy 8e Dual SIM TD-LTE CN ATU-TL10,3.00
195,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Honor Changwan 7A Dual SIM TD-LTE CN AUM-AL20,3.00
196,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Hammer Axe Pro Dual SIM LTE,4.00
197,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Hammer Active Dual SIM,1.00
198,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Hammer Axe M Dual SIM LTE,2.00
199,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Hammer Iron 2 Dual SIM,1.00
200,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Hammer Energy Dual SIM LTE,2.00
201,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,Hammer Blade Dual SIM LTE,3.00
202,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Global Dual SIM TD-LTE EML-L29 / EML-L29C,4.00
203,"MediaTek MT6739, 2017, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm, IMG PowerVR GE8100 GPU",PowerVR Ge8100,Y660 Dual SIM TD-LTE / V760,3.00
204,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,GO4.5 Dual SIM LTE,1.00
205,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Global TD-LTE EML-L09 / EML-L09C,4.00
206,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,Knight Dual SIM TD-LTE,2.00
207,"Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Bon7 Dual SIM TD-LTE,4.00
208,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,M850 N3 Dual SIM TD-LTE 64GB,4.00
209,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Pro Global TD-LTE CLT-L09 / CLT-L09C,6.00
210,"Rockchip RK3399 (OP1), 2016, 64 bit, hexa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP4,Chromebook Tab 10 D651N,4.00
211,"MediaTek MT6572, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Callisto 300,1.00
212,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,Mate RS Porsche Design Dual SIM TD-LTE 256GB NEO-AL00,6.00
213,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPad 9.7-inch 2018 6th gen A1954 TD-LTE 32GB,2.00
214,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,Mi Mix 2S Standard Edition Dual SIM TD-LTE 64GB,6.00
215,"MediaTek MT6572, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Callisto 100,512
216,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Pro Global Dual SIM TD-LTE CLT-L29 / CLT-L29C,6.00
217,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,WSD-F20SC Pro Trek Smart Watch Limited Edition,6.00
218,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPad 9.7-inch 2018 6th gen A1893 WiFi 32GB,2.00
219,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,Mi Mix 2S Premium Edition Global Dual SIM TD-LTE 256GB,8.00
220,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,Mi Mix 2S Standard Edition Dual SIM TD-LTE 128GB,6.00
221,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPad 9.7-inch 2018 6th gen A1954 TD-LTE 128GB,2.00
222,"Apple A10 Fusion APL1024 (T8010), 2016, 64 bit, quad-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, PowerVR GT7600 Plus GPU",PowerVR GT7600 Plus,iPad 9.7-inch 2018 6th gen A1893 WiFi 128GB,2.00
223,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Y7 Prime 2018 Dual SIM LTE EMEA LDN-LX1 / LDN-L21,3.00
224,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G72MP12,P20 Pro Dual SIM TD-LTE CLT-AL00 128GB,6.00
225,"MediaTek MT6771 (Helio P60), 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",AMR Mali-G72MP3,F7 Diamond Black Edition Dual SIM TD-LTE IN ID TH PK Version 1 128GB CPH1821,6.00
226,"MediaTek MT6771 (Helio P60), 2018, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 1024 Kbyte L2, 12 nm, ARM Mali-G72 GPU",AMR Mali-G72MP3,F7 Dual SIM TD-LTE IN ID TH PK Version 1 64GB CPH1819,4.00
227,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Honor Changwan 7A Dual SIM TD-LTE CN AUM-AL00 / Honor Play 7A,2.00
228,"MediaTek MT6757 (Helio P20), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,Neffos N1 Dual SIM LTE TP908A,4.00
229,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Blade V9 Vita Dual SIM TD-LTE CN V0920 / Xiaoxian 5S,3.00
230,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Enjoy 8e Dual SIM TD-LTE CN ATU-AL10,3.00
231,"Qualcomm Snapdragon 845 SDM845, 2018, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 2048 Kbyte L3, 10 nm, Qualcomm Adreno 630 GPU",Qualcomm Adreno 630,SM-G965J Galaxy S9+ WiMAX 2+ SCV39,6.00
232,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,R15 Dream Mirror Edition Dual SIM TD-LTE CN PAAT00 / R15 DME 4G+,6.00
233,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,S5 Dual SIM TD-LTE CN 64GB PABX0002CN / PABX0003CN,4.00
234,"Qualcomm Snapdragon 636 SDM636, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 509 GPU",Qualcomm Adreno 509,mblu E3 Dual SIM TD-LTE CN M851M 128GB,6.00
235,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H873U G6+ LTE-A 128GB / G6 Plus,4.00
236,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X230dsV K Series K4 Lite Gold 2017 Dual SIM LTE,1.00
237,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-G611FF/DS Galaxy J7 Prime 2 Duos TD-LTE,3.00
238,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Desire 12+ Dual SIM TD-LTE APAC 32GB,3.00
239,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo Y85 Dual SIM TD-LTE CN 64GB,4.00
240,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo Y85A Dual SIM TD-LTE CN 32GB,4.00
241,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Blade V9 Vita Dual SIM LTE AM V0920,3.00
242,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,M700AN Q6+ Dual SIM LTE-A 64GB,4.00
